"time","pendingTx","gasPrice","avgTime","avgTime2","safeGas","proposeGas"
"2019-01-16T15:10:02.244428","33063","2.0","86.0","00 hr 01 min 26 secs","2","11"
"2019-01-16T15:10:02.244428","33063","3.0","86.0","00 hr 01 min 26 secs","2","11"
"2019-01-16T15:10:02.244428","33063","4.0","19.0","00 hr 00 min 19 secs","2","11"
"2019-01-16T15:10:02.244428","33063","5.0","36.0","00 hr 00 min 36 secs","2","11"
"2019-01-16T15:10:02.244428","33063","6.0","17.0","00 hr 00 min 17 secs","2","11"
"2019-01-16T15:10:02.244428","33063","7.0","61.0","00 hr 01 min 01 secs","2","11"
"2019-01-16T15:10:02.244428","33063","8.0","61.0","00 hr 01 min 01 secs","2","11"
"2019-01-16T15:10:02.244428","33063","9.0","71.0","00 hr 01 min 11 secs","2","11"
"2019-01-16T15:10:02.244428","33063","10.0","17610.0","04 hr 53 min 30 secs","2","11"
"2019-01-16T15:10:02.244428","33063","11.0","11.0","00 hr 00 min 11 secs","2","11"
"2019-01-16T15:15:02.236075","33094","2.0","65.0","00 hr 01 min 05 secs","2","12"
"2019-01-16T15:15:02.236075","33094","3.0","63.0","00 hr 01 min 03 secs","2","12"
"2019-01-16T15:15:02.236075","33094","4.0","76.0","00 hr 01 min 16 secs","2","12"
"2019-01-16T15:15:02.236075","33094","5.0","64.0","00 hr 01 min 04 secs","2","12"
"2019-01-16T15:15:02.236075","33094","6.0","66.0","00 hr 01 min 06 secs","2","12"
"2019-01-16T15:15:02.236075","33094","7.0","64.0","00 hr 01 min 04 secs","2","12"
"2019-01-16T15:15:02.236075","33094","8.0","23.0","00 hr 00 min 23 secs","2","12"
"2019-01-16T15:15:02.236075","33094","9.0","55.0","00 hr 00 min 55 secs","2","12"
"2019-01-16T15:15:02.236075","33094","10.0","17610.0","04 hr 53 min 30 secs","2","12"
"2019-01-16T15:15:02.236075","33094","11.0","39.0","00 hr 00 min 39 secs","2","12"
"2019-01-16T15:15:02.236075","33094","12.0","14.0","00 hr 00 min 14 secs","2","12"
"2019-01-16T15:20:02.219895","33064","2.0","14.0","00 hr 00 min 14 secs","2","10"
"2019-01-16T15:20:02.219895","33064","3.0","33.0","00 hr 00 min 33 secs","2","10"
"2019-01-16T15:20:02.219895","33064","4.0","65.0","00 hr 01 min 05 secs","2","10"
"2019-01-16T15:20:02.219895","33064","5.0","24.0","00 hr 00 min 24 secs","2","10"
"2019-01-16T15:20:02.219895","33064","6.0","24.0","00 hr 00 min 24 secs","2","10"
"2019-01-16T15:20:02.219895","33064","7.0","59.0","00 hr 00 min 59 secs","2","10"
"2019-01-16T15:20:02.219895","33064","8.0","33.0","00 hr 00 min 33 secs","2","10"
"2019-01-16T15:20:02.219895","33064","9.0","33.0","00 hr 00 min 33 secs","2","10"
"2019-01-16T15:20:02.219895","33064","10.0","11.0","00 hr 00 min 11 secs","2","10"
"2019-01-16T15:25:02.160574","32991","3.0","24.0","00 hr 00 min 24 secs","3","10"
"2019-01-16T15:25:02.160574","32991","4.0","18.0","00 hr 00 min 18 secs","3","10"
"2019-01-16T15:25:02.160574","32991","5.0","28.0","00 hr 00 min 28 secs","3","10"
"2019-01-16T15:25:02.160574","32991","6.0","18.0","00 hr 00 min 18 secs","3","10"
"2019-01-16T15:25:02.160574","32991","7.0","18.0","00 hr 00 min 18 secs","3","10"
"2019-01-16T15:25:02.160574","32991","8.0","15.0","00 hr 00 min 15 secs","3","10"
"2019-01-16T15:25:02.160574","32991","9.0","16.0","00 hr 00 min 16 secs","3","10"
"2019-01-16T15:25:02.160574","32991","10.0","12.0","00 hr 00 min 12 secs","3","10"
"2019-01-16T15:30:01.893330","33228","2.0","79.0","00 hr 01 min 19 secs","2","10"
"2019-01-16T15:30:01.893330","33228","3.0","77.0","00 hr 01 min 17 secs","2","10"
"2019-01-16T15:30:01.893330","33228","4.0","18.0","00 hr 00 min 18 secs","2","10"
"2019-01-16T15:30:01.893330","33228","5.0","28.0","00 hr 00 min 28 secs","2","10"
"2019-01-16T15:30:01.893330","33228","6.0","18.0","00 hr 00 min 18 secs","2","10"
"2019-01-16T15:30:01.893330","33228","7.0","18.0","00 hr 00 min 18 secs","2","10"
"2019-01-16T15:30:01.893330","33228","8.0","34.0","00 hr 00 min 34 secs","2","10"
"2019-01-16T15:30:01.893330","33228","9.0","13.0","00 hr 00 min 13 secs","2","10"
"2019-01-16T15:30:01.893330","33228","10.0","12.0","00 hr 00 min 12 secs","2","10"
"2019-01-16T15:35:04.394014","33268","3.0","209.0","00 hr 03 min 29 secs","3","33"
"2019-01-16T15:35:04.394014","33268","4.0","331.0","00 hr 05 min 31 secs","3","33"
"2019-01-16T15:35:04.394014","33268","5.0","114.0","00 hr 01 min 54 secs","3","33"
"2019-01-16T15:35:04.394014","33268","6.0","119.0","00 hr 01 min 59 secs","3","33"
"2019-01-16T15:35:04.394014","33268","7.0","76.0","00 hr 01 min 16 secs","3","33"
"2019-01-16T15:35:04.394014","33268","8.0","26.0","00 hr 00 min 26 secs","3","33"
"2019-01-16T15:35:04.394014","33268","9.0","13.0","00 hr 00 min 13 secs","3","33"
"2019-01-16T15:35:04.394014","33268","10.0","46.0","00 hr 00 min 46 secs","3","33"
"2019-01-16T15:35:04.394014","33268","11.0","38.0","00 hr 00 min 38 secs","3","33"
"2019-01-16T15:35:04.394014","33268","12.0","77.0","00 hr 01 min 17 secs","3","33"
"2019-01-16T15:35:04.394014","33268","13.0","25.0","00 hr 00 min 25 secs","3","33"
"2019-01-16T15:35:04.394014","33268","14.0","89.0","00 hr 01 min 29 secs","3","33"
"2019-01-16T15:35:04.394014","33268","16.0","26.0","00 hr 00 min 26 secs","3","33"
"2019-01-16T15:35:04.394014","33268","16.0","77.0","00 hr 01 min 17 secs","3","33"
"2019-01-16T15:35:04.394014","33268","17.0","12.0","00 hr 00 min 12 secs","3","33"
"2019-01-16T15:35:04.394014","33268","18.0","12.0","00 hr 00 min 12 secs","3","33"
"2019-01-16T15:35:04.394014","33268","19.0","62.0","00 hr 01 min 02 secs","3","33"
"2019-01-16T15:35:04.394014","33268","20.0","72.0","00 hr 01 min 12 secs","3","33"
"2019-01-16T15:35:04.394014","33268","21.0","83.0","00 hr 01 min 23 secs","3","33"
"2019-01-16T15:35:04.394014","33268","22.0","58.0","00 hr 00 min 58 secs","3","33"
"2019-01-16T15:35:04.394014","33268","23.0","29.0","00 hr 00 min 29 secs","3","33"
"2019-01-16T15:35:04.394014","33268","24.0","15.0","00 hr 00 min 15 secs","3","33"
"2019-01-16T15:35:04.394014","33268","25.0","26.0","00 hr 00 min 26 secs","3","33"
"2019-01-16T15:35:04.394014","33268","26.0","17.0","00 hr 00 min 17 secs","3","33"
"2019-01-16T15:35:04.394014","33268","27.0","32.0","00 hr 00 min 32 secs","3","33"
"2019-01-16T15:35:04.394014","33268","28.0","23.0","00 hr 00 min 23 secs","3","33"
"2019-01-16T15:35:04.394014","33268","30.0","67.0","00 hr 01 min 07 secs","3","33"
"2019-01-16T15:35:04.394014","33268","31.0","48.0","00 hr 00 min 48 secs","3","33"
"2019-01-16T15:35:04.394014","33268","32.0","11.0","00 hr 00 min 11 secs","3","33"
"2019-01-16T15:35:04.394014","33268","33.0","14.0","00 hr 00 min 14 secs","3","33"
"2019-01-16T15:40:02.264901","33237","1.0","2336.0","00 hr 38 min 56 secs","1","40"
"2019-01-16T15:40:02.264901","33237","2.0","376.0","00 hr 06 min 16 secs","1","40"
"2019-01-16T15:40:02.264901","33237","3.0","178.0","00 hr 02 min 58 secs","1","40"
"2019-01-16T15:40:02.264901","33237","4.0","331.0","00 hr 05 min 31 secs","1","40"
"2019-01-16T15:40:02.264901","33237","5.0","43.0","00 hr 00 min 43 secs","1","40"
"2019-01-16T15:40:02.264901","33237","6.0","83.0","00 hr 01 min 23 secs","1","40"
"2019-01-16T15:40:02.264901","33237","7.0","42.0","00 hr 00 min 42 secs","1","40"
"2019-01-16T15:40:02.264901","33237","8.0","36.0","00 hr 00 min 36 secs","1","40"
"2019-01-16T15:40:02.264901","33237","9.0","36.0","00 hr 00 min 36 secs","1","40"
"2019-01-16T15:40:02.264901","33237","10.0","50.0","00 hr 00 min 50 secs","1","40"
"2019-01-16T15:40:02.264901","33237","11.0","22.0","00 hr 00 min 22 secs","1","40"
"2019-01-16T15:40:02.264901","33237","12.0","77.0","00 hr 01 min 17 secs","1","40"
"2019-01-16T15:40:02.264901","33237","13.0","25.0","00 hr 00 min 25 secs","1","40"
"2019-01-16T15:40:02.264901","33237","14.0","89.0","00 hr 01 min 29 secs","1","40"
"2019-01-16T15:40:02.264901","33237","16.0","44.0","00 hr 00 min 44 secs","1","40"
"2019-01-16T15:40:02.264901","33237","16.0","72.0","00 hr 01 min 12 secs","1","40"
"2019-01-16T15:40:02.264901","33237","17.0","12.0","00 hr 00 min 12 secs","1","40"
"2019-01-16T15:40:02.264901","33237","18.0","12.0","00 hr 00 min 12 secs","1","40"
"2019-01-16T15:40:02.264901","33237","19.0","62.0","00 hr 01 min 02 secs","1","40"
"2019-01-16T15:40:02.264901","33237","20.0","42.0","00 hr 00 min 42 secs","1","40"
"2019-01-16T15:40:02.264901","33237","21.0","54.0","00 hr 00 min 54 secs","1","40"
"2019-01-16T15:40:02.264901","33237","22.0","42.0","00 hr 00 min 42 secs","1","40"
"2019-01-16T15:40:02.264901","33237","23.0","29.0","00 hr 00 min 29 secs","1","40"
"2019-01-16T15:40:02.264901","33237","24.0","15.0","00 hr 00 min 15 secs","1","40"
"2019-01-16T15:40:02.264901","33237","25.0","26.0","00 hr 00 min 26 secs","1","40"
"2019-01-16T15:40:02.264901","33237","26.0","17.0","00 hr 00 min 17 secs","1","40"
"2019-01-16T15:40:02.264901","33237","27.0","32.0","00 hr 00 min 32 secs","1","40"
"2019-01-16T15:40:02.264901","33237","28.0","23.0","00 hr 00 min 23 secs","1","40"
"2019-01-16T15:40:02.264901","33237","30.0","67.0","00 hr 01 min 07 secs","1","40"
"2019-01-16T15:40:02.264901","33237","31.0","48.0","00 hr 00 min 48 secs","1","40"
"2019-01-16T15:40:02.264901","33237","32.0","11.0","00 hr 00 min 11 secs","1","40"
"2019-01-16T15:40:02.264901","33237","33.0","14.0","00 hr 00 min 14 secs","1","40"
"2019-01-16T15:40:02.264901","33237","35.0","69.0","00 hr 01 min 09 secs","1","40"
"2019-01-16T15:40:02.264901","33237","37.0","27.0","00 hr 00 min 27 secs","1","40"
"2019-01-16T15:40:02.264901","33237","38.0","36.0","00 hr 00 min 36 secs","1","40"
"2019-01-16T15:40:02.264901","33237","39.0","21.0","00 hr 00 min 21 secs","1","40"
"2019-01-16T15:40:02.264901","33237","40.0","22.0","00 hr 00 min 22 secs","1","40"
"2019-01-16T15:45:01.970322","33297","2.0","108.0","00 hr 01 min 48 secs","2","27"
"2019-01-16T15:45:01.970322","33297","3.0","59.0","00 hr 00 min 59 secs","2","27"
"2019-01-16T15:45:01.970322","33297","4.0","97.0","00 hr 01 min 37 secs","2","27"
"2019-01-16T15:45:01.970322","33297","5.0","70.0","00 hr 01 min 10 secs","2","27"
"2019-01-16T15:45:01.970322","33297","6.0","112.0","00 hr 01 min 52 secs","2","27"
"2019-01-16T15:45:01.970322","33297","7.0","62.0","00 hr 01 min 02 secs","2","27"
"2019-01-16T15:45:01.970322","33297","8.0","62.0","00 hr 01 min 02 secs","2","27"
"2019-01-16T15:45:01.970322","33297","9.0","58.0","00 hr 00 min 58 secs","2","27"
"2019-01-16T15:45:01.970322","33297","10.0","64.0","00 hr 01 min 04 secs","2","27"
"2019-01-16T15:45:01.970322","33297","11.0","50.0","00 hr 00 min 50 secs","2","27"
"2019-01-16T15:45:01.970322","33297","12.0","60.0","00 hr 01 min 00 secs","2","27"
"2019-01-16T15:45:01.970322","33297","13.0","29.0","00 hr 00 min 29 secs","2","27"
"2019-01-16T15:45:01.970322","33297","14.0","30.0","00 hr 00 min 30 secs","2","27"
"2019-01-16T15:45:01.970322","33297","16.0","68.0","00 hr 01 min 08 secs","2","27"
"2019-01-16T15:45:01.970322","33297","16.0","45.0","00 hr 00 min 45 secs","2","27"
"2019-01-16T15:45:01.970322","33297","17.0","12.0","00 hr 00 min 12 secs","2","27"
"2019-01-16T15:45:01.970322","33297","18.0","12.0","00 hr 00 min 12 secs","2","27"
"2019-01-16T15:45:01.970322","33297","19.0","62.0","00 hr 01 min 02 secs","2","27"
"2019-01-16T15:45:01.970322","33297","20.0","70.0","00 hr 01 min 10 secs","2","27"
"2019-01-16T15:45:01.970322","33297","21.0","44.0","00 hr 00 min 44 secs","2","27"
"2019-01-16T15:45:01.970322","33297","22.0","42.0","00 hr 00 min 42 secs","2","27"
"2019-01-16T15:45:01.970322","33297","23.0","29.0","00 hr 00 min 29 secs","2","27"
"2019-01-16T15:45:01.970322","33297","24.0","15.0","00 hr 00 min 15 secs","2","27"
"2019-01-16T15:45:01.970322","33297","25.0","35.0","00 hr 00 min 35 secs","2","27"
"2019-01-16T15:45:01.970322","33297","26.0","17.0","00 hr 00 min 17 secs","2","27"
"2019-01-16T15:45:01.970322","33297","27.0","15.0","00 hr 00 min 15 secs","2","27"
"2019-01-16T15:50:03.329404","33241","2.0","836.0","00 hr 13 min 56 secs","2","41"
"2019-01-16T15:50:03.329404","33241","3.0","20.0","00 hr 00 min 20 secs","2","41"
"2019-01-16T15:50:03.329404","33241","4.0","33.0","00 hr 00 min 33 secs","2","41"
"2019-01-16T15:50:03.329404","33241","5.0","30.0","00 hr 00 min 30 secs","2","41"
"2019-01-16T15:50:03.329404","33241","6.0","20.0","00 hr 00 min 20 secs","2","41"
"2019-01-16T15:50:03.329404","33241","7.0","23.0","00 hr 00 min 23 secs","2","41"
"2019-01-16T15:50:03.329404","33241","8.0","30.0","00 hr 00 min 30 secs","2","41"
"2019-01-16T15:50:03.329404","33241","9.0","26.0","00 hr 00 min 26 secs","2","41"
"2019-01-16T15:50:03.329404","33241","10.0","28.0","00 hr 00 min 28 secs","2","41"
"2019-01-16T15:50:03.329404","33241","11.0","32.0","00 hr 00 min 32 secs","2","41"
"2019-01-16T15:50:03.329404","33241","12.0","32.0","00 hr 00 min 32 secs","2","41"
"2019-01-16T15:50:03.329404","33241","13.0","11.0","00 hr 00 min 11 secs","2","41"
"2019-01-16T15:50:03.329404","33241","14.0","24.0","00 hr 00 min 24 secs","2","41"
"2019-01-16T15:50:03.329404","33241","16.0","16.0","00 hr 00 min 16 secs","2","41"
"2019-01-16T15:50:03.329404","33241","16.0","45.0","00 hr 00 min 45 secs","2","41"
"2019-01-16T15:50:03.329404","33241","17.0","12.0","00 hr 00 min 12 secs","2","41"
"2019-01-16T15:50:03.329404","33241","18.0","12.0","00 hr 00 min 12 secs","2","41"
"2019-01-16T15:50:03.329404","33241","19.0","62.0","00 hr 01 min 02 secs","2","41"
"2019-01-16T15:50:03.329404","33241","20.0","26.0","00 hr 00 min 26 secs","2","41"
"2019-01-16T15:50:03.329404","33241","21.0","12.0","00 hr 00 min 12 secs","2","41"
"2019-01-16T15:50:03.329404","33241","22.0","42.0","00 hr 00 min 42 secs","2","41"
"2019-01-16T15:50:03.329404","33241","23.0","29.0","00 hr 00 min 29 secs","2","41"
"2019-01-16T15:50:03.329404","33241","24.0","15.0","00 hr 00 min 15 secs","2","41"
"2019-01-16T15:50:03.329404","33241","25.0","35.0","00 hr 00 min 35 secs","2","41"
"2019-01-16T15:50:03.329404","33241","26.0","17.0","00 hr 00 min 17 secs","2","41"
"2019-01-16T15:50:03.329404","33241","27.0","15.0","00 hr 00 min 15 secs","2","41"
"2019-01-16T15:50:03.329404","33241","28.0","22.0","00 hr 00 min 22 secs","2","41"
"2019-01-16T15:50:03.329404","33241","30.0","67.0","00 hr 01 min 07 secs","2","41"
"2019-01-16T15:50:03.329404","33241","31.0","29.0","00 hr 00 min 29 secs","2","41"
"2019-01-16T15:50:03.329404","33241","32.0","11.0","00 hr 00 min 11 secs","2","41"
"2019-01-16T15:50:03.329404","33241","33.0","14.0","00 hr 00 min 14 secs","2","41"
"2019-01-16T15:50:03.329404","33241","35.0","69.0","00 hr 01 min 09 secs","2","41"
"2019-01-16T15:50:03.329404","33241","37.0","19.0","00 hr 00 min 19 secs","2","41"
"2019-01-16T15:50:03.329404","33241","38.0","11.0","00 hr 00 min 11 secs","2","41"
"2019-01-16T15:50:03.329404","33241","39.0","21.0","00 hr 00 min 21 secs","2","41"
"2019-01-16T15:50:03.329404","33241","40.0","73.0","00 hr 01 min 13 secs","2","41"
"2019-01-16T15:50:03.329404","33241","41.0","12.0","00 hr 00 min 12 secs","2","41"
"2019-01-16T15:55:03.036991","33229","2.0","91.0","00 hr 01 min 31 secs","2","45"
"2019-01-16T15:55:03.036991","33229","3.0","89.0","00 hr 01 min 29 secs","2","45"
"2019-01-16T15:55:03.036991","33229","4.0","91.0","00 hr 01 min 31 secs","2","45"
"2019-01-16T15:55:03.036991","33229","5.0","79.0","00 hr 01 min 19 secs","2","45"
"2019-01-16T15:55:03.036991","33229","6.0","89.0","00 hr 01 min 29 secs","2","45"
"2019-01-16T15:55:03.036991","33229","7.0","70.0","00 hr 01 min 10 secs","2","45"
"2019-01-16T15:55:03.036991","33229","8.0","72.0","00 hr 01 min 12 secs","2","45"
"2019-01-16T15:55:03.036991","33229","9.0","68.0","00 hr 01 min 08 secs","2","45"
"2019-01-16T15:55:03.036991","33229","10.0","72.0","00 hr 01 min 12 secs","2","45"
"2019-01-16T15:55:03.036991","33229","11.0","54.0","00 hr 00 min 54 secs","2","45"
"2019-01-16T15:55:03.036991","33229","12.0","70.0","00 hr 01 min 10 secs","2","45"
"2019-01-16T15:55:03.036991","33229","13.0","11.0","00 hr 00 min 11 secs","2","45"
"2019-01-16T15:55:03.036991","33229","14.0","66.0","00 hr 01 min 06 secs","2","45"
"2019-01-16T15:55:03.036991","33229","16.0","64.0","00 hr 01 min 04 secs","2","45"
"2019-01-16T15:55:03.036991","33229","16.0","60.0","00 hr 01 min 00 secs","2","45"
"2019-01-16T15:55:03.036991","33229","17.0","12.0","00 hr 00 min 12 secs","2","45"
"2019-01-16T15:55:03.036991","33229","18.0","12.0","00 hr 00 min 12 secs","2","45"
"2019-01-16T15:55:03.036991","33229","19.0","62.0","00 hr 01 min 02 secs","2","45"
"2019-01-16T15:55:03.036991","33229","20.0","56.0","00 hr 00 min 56 secs","2","45"
"2019-01-16T15:55:03.036991","33229","21.0","50.0","00 hr 00 min 50 secs","2","45"
"2019-01-16T15:55:03.036991","33229","22.0","42.0","00 hr 00 min 42 secs","2","45"
"2019-01-16T15:55:03.036991","33229","23.0","29.0","00 hr 00 min 29 secs","2","45"
"2019-01-16T15:55:03.036991","33229","24.0","15.0","00 hr 00 min 15 secs","2","45"
"2019-01-16T15:55:03.036991","33229","25.0","42.0","00 hr 00 min 42 secs","2","45"
"2019-01-16T15:55:03.036991","33229","26.0","17.0","00 hr 00 min 17 secs","2","45"
"2019-01-16T15:55:03.036991","33229","27.0","34.0","00 hr 00 min 34 secs","2","45"
"2019-01-16T15:55:03.036991","33229","28.0","54.0","00 hr 00 min 54 secs","2","45"
"2019-01-16T15:55:03.036991","33229","30.0","54.0","00 hr 00 min 54 secs","2","45"
"2019-01-16T15:55:03.036991","33229","31.0","17.0","00 hr 00 min 17 secs","2","45"
"2019-01-16T15:55:03.036991","33229","32.0","11.0","00 hr 00 min 11 secs","2","45"
"2019-01-16T15:55:03.036991","33229","33.0","14.0","00 hr 00 min 14 secs","2","45"
"2019-01-16T15:55:03.036991","33229","35.0","69.0","00 hr 01 min 09 secs","2","45"
"2019-01-16T15:55:03.036991","33229","37.0","19.0","00 hr 00 min 19 secs","2","45"
"2019-01-16T15:55:03.036991","33229","38.0","11.0","00 hr 00 min 11 secs","2","45"
"2019-01-16T15:55:03.036991","33229","39.0","21.0","00 hr 00 min 21 secs","2","45"
"2019-01-16T15:55:03.036991","33229","40.0","44.0","00 hr 00 min 44 secs","2","45"
"2019-01-16T15:55:03.036991","33229","41.0","46.0","00 hr 00 min 46 secs","2","45"
"2019-01-16T15:55:03.036991","33229","42.0","19.0","00 hr 00 min 19 secs","2","45"
"2019-01-16T15:55:03.036991","33229","44.0","20.0","00 hr 00 min 20 secs","2","45"
"2019-01-16T15:55:03.036991","33229","45.0","32.0","00 hr 00 min 32 secs","2","45"
"2019-01-16T16:00:01.934491","33476","2.0","117.0","00 hr 01 min 57 secs","2","11"
"2019-01-16T16:00:01.934491","33476","3.0","90.0","00 hr 01 min 30 secs","2","11"
"2019-01-16T16:00:01.934491","33476","4.0","125.0","00 hr 02 min 05 secs","2","11"
"2019-01-16T16:00:01.934491","33476","5.0","80.0","00 hr 01 min 20 secs","2","11"
"2019-01-16T16:00:01.934491","33476","6.0","103.0","00 hr 01 min 43 secs","2","11"
"2019-01-16T16:00:01.934491","33476","7.0","101.0","00 hr 01 min 41 secs","2","11"
"2019-01-16T16:00:01.934491","33476","8.0","103.0","00 hr 01 min 43 secs","2","11"
"2019-01-16T16:00:01.934491","33476","9.0","101.0","00 hr 01 min 41 secs","2","11"
"2019-01-16T16:00:01.934491","33476","10.0","14.0","00 hr 00 min 14 secs","2","11"
"2019-01-16T16:00:01.934491","33476","11.0","12.0","00 hr 00 min 12 secs","2","11"
"2019-01-16T16:05:06.961479","33259","2.0","414.0","00 hr 06 min 54 secs","2","56"
"2019-01-16T16:05:06.961479","33259","3.0","56.0","00 hr 00 min 56 secs","2","56"
"2019-01-16T16:05:06.961479","33259","4.0","358.0","00 hr 05 min 58 secs","2","56"
"2019-01-16T16:05:06.961479","33259","5.0","34.0","00 hr 00 min 34 secs","2","56"
"2019-01-16T16:05:06.961479","33259","6.0","14.0","00 hr 00 min 14 secs","2","56"
"2019-01-16T16:05:06.961479","33259","7.0","45.0","00 hr 00 min 45 secs","2","56"
"2019-01-16T16:05:06.961479","33259","8.0","45.0","00 hr 00 min 45 secs","2","56"
"2019-01-16T16:05:06.961479","33259","9.0","45.0","00 hr 00 min 45 secs","2","56"
"2019-01-16T16:05:06.961479","33259","10.0","164.0","00 hr 02 min 44 secs","2","56"
"2019-01-16T16:05:06.961479","33259","11.0","20.0","00 hr 00 min 20 secs","2","56"
"2019-01-16T16:05:06.961479","33259","12.0","28.0","00 hr 00 min 28 secs","2","56"
"2019-01-16T16:05:06.961479","33259","13.0","11.0","00 hr 00 min 11 secs","2","56"
"2019-01-16T16:05:06.961479","33259","14.0","41.0","00 hr 00 min 41 secs","2","56"
"2019-01-16T16:05:06.961479","33259","16.0","24.0","00 hr 00 min 24 secs","2","56"
"2019-01-16T16:05:06.961479","33259","16.0","26.0","00 hr 00 min 26 secs","2","56"
"2019-01-16T16:05:06.961479","33259","17.0","12.0","00 hr 00 min 12 secs","2","56"
"2019-01-16T16:05:06.961479","33259","18.0","12.0","00 hr 00 min 12 secs","2","56"
"2019-01-16T16:05:06.961479","33259","19.0","62.0","00 hr 01 min 02 secs","2","56"
"2019-01-16T16:05:06.961479","33259","20.0","34.0","00 hr 00 min 34 secs","2","56"
"2019-01-16T16:05:06.961479","33259","21.0","45.0","00 hr 00 min 45 secs","2","56"
"2019-01-16T16:05:06.961479","33259","22.0","42.0","00 hr 00 min 42 secs","2","56"
"2019-01-16T16:05:06.961479","33259","23.0","29.0","00 hr 00 min 29 secs","2","56"
"2019-01-16T16:05:06.961479","33259","24.0","14.0","00 hr 00 min 14 secs","2","56"
"2019-01-16T16:05:06.961479","33259","25.0","22.0","00 hr 00 min 22 secs","2","56"
"2019-01-16T16:05:06.961479","33259","26.0","17.0","00 hr 00 min 17 secs","2","56"
"2019-01-16T16:05:06.961479","33259","27.0","22.0","00 hr 00 min 22 secs","2","56"
"2019-01-16T16:05:06.961479","33259","28.0","54.0","00 hr 00 min 54 secs","2","56"
"2019-01-16T16:05:06.961479","33259","30.0","20.0","00 hr 00 min 20 secs","2","56"
"2019-01-16T16:05:06.961479","33259","31.0","28.0","00 hr 00 min 28 secs","2","56"
"2019-01-16T16:05:06.961479","33259","32.0","11.0","00 hr 00 min 11 secs","2","56"
"2019-01-16T16:05:06.961479","33259","33.0","14.0","00 hr 00 min 14 secs","2","56"
"2019-01-16T16:05:06.961479","33259","35.0","24.0","00 hr 00 min 24 secs","2","56"
"2019-01-16T16:05:06.961479","33259","37.0","19.0","00 hr 00 min 19 secs","2","56"
"2019-01-16T16:05:06.961479","33259","38.0","11.0","00 hr 00 min 11 secs","2","56"
"2019-01-16T16:05:06.961479","33259","39.0","21.0","00 hr 00 min 21 secs","2","56"
"2019-01-16T16:05:06.961479","33259","40.0","19.0","00 hr 00 min 19 secs","2","56"
"2019-01-16T16:05:06.961479","33259","41.0","28.0","00 hr 00 min 28 secs","2","56"
"2019-01-16T16:05:06.961479","33259","42.0","19.0","00 hr 00 min 19 secs","2","56"
"2019-01-16T16:05:06.961479","33259","44.0","20.0","00 hr 00 min 20 secs","2","56"
"2019-01-16T16:05:06.961479","33259","45.0","32.0","00 hr 00 min 32 secs","2","56"
"2019-01-16T16:05:06.961479","33259","47.0","16.0","00 hr 00 min 16 secs","2","56"
"2019-01-16T16:05:06.961479","33259","48.0","12.0","00 hr 00 min 12 secs","2","56"
"2019-01-16T16:05:06.961479","33259","49.0","26.0","00 hr 00 min 26 secs","2","56"
"2019-01-16T16:05:06.961479","33259","50.0","43.0","00 hr 00 min 43 secs","2","56"
"2019-01-16T16:05:06.961479","33259","51.0","16.0","00 hr 00 min 16 secs","2","56"
"2019-01-16T16:05:06.961479","33259","52.0","28.0","00 hr 00 min 28 secs","2","56"
"2019-01-16T16:05:06.961479","33259","55.0","18.0","00 hr 00 min 18 secs","2","56"
"2019-01-16T16:05:06.961479","33259","56.0","11.0","00 hr 00 min 11 secs","2","56"
"2019-01-16T16:10:08.000097","33630","1.0","264.0","00 hr 04 min 24 secs","1","6"
"2019-01-16T16:10:08.000097","33630","2.0","414.0","00 hr 06 min 54 secs","1","6"
"2019-01-16T16:10:08.000097","33630","3.0","186.0","00 hr 03 min 06 secs","1","6"
"2019-01-16T16:10:08.000097","33630","4.0","34421.0","09 hr 33 min 41 secs","1","6"
"2019-01-16T16:10:08.000097","33630","5.0","50.0","00 hr 00 min 50 secs","1","6"
"2019-01-16T16:10:08.000097","33630","6.0","14.0","00 hr 00 min 14 secs","1","6"
"2019-01-16T16:15:04.228213","33448","2.0","35.0","00 hr 00 min 35 secs","2","41"
"2019-01-16T16:15:04.228213","33448","3.0","35.0","00 hr 00 min 35 secs","2","41"
"2019-01-16T16:15:04.228213","33448","4.0","18.0","00 hr 00 min 18 secs","2","41"
"2019-01-16T16:15:04.228213","33448","5.0","27.0","00 hr 00 min 27 secs","2","41"
"2019-01-16T16:15:04.228213","33448","6.0","17.0","00 hr 00 min 17 secs","2","41"
"2019-01-16T16:15:04.228213","33448","7.0","21.0","00 hr 00 min 21 secs","2","41"
"2019-01-16T16:15:04.228213","33448","8.0","35.0","00 hr 00 min 35 secs","2","41"
"2019-01-16T16:15:04.228213","33448","9.0","14.0","00 hr 00 min 14 secs","2","41"
"2019-01-16T16:15:04.228213","33448","10.0","25.0","00 hr 00 min 25 secs","2","41"
"2019-01-16T16:15:04.228213","33448","11.0","19.0","00 hr 00 min 19 secs","2","41"
"2019-01-16T16:15:04.228213","33448","12.0","21.0","00 hr 00 min 21 secs","2","41"
"2019-01-16T16:15:04.228213","33448","13.0","13.0","00 hr 00 min 13 secs","2","41"
"2019-01-16T16:15:04.228213","33448","14.0","19.0","00 hr 00 min 19 secs","2","41"
"2019-01-16T16:15:04.228213","33448","16.0","88.0","00 hr 01 min 28 secs","2","41"
"2019-01-16T16:15:04.228213","33448","16.0","23.0","00 hr 00 min 23 secs","2","41"
